"code","country","siteid","site_name","compiler","species","common_name","years_monitored","latitude","longitude","nesting_status"
"TT","Trinidad and Tobago","WCTT36","Emerald Bay - Castara Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.2789,-60.6963,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT37","Englishmen's Bay","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,11.2901,-60.6748,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT37","Englishmen's Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.2901,-60.6748,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT20","Fishing Pond","WIDECAST","Chelonia mydas","Green Sea Turtle",2006,10.602683,-61.02495,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT20","Fishing Pond","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,10.602683,-61.02495,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT20","Fishing Pond","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,10.602683,-61.02495,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT48","Goldsborough","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,11.205889,-60.628583,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT34","Gordon Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.2601,-60.7183,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT28","Grafton Beach (Stone Haven Bay)","WIDECAST","Chelonia mydas","Green Sea Turtle",2006,11.2018,-60.7886,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT28","Grafton Beach (Stone Haven Bay)","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,11.2018,-60.7886,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT28","Grafton Beach (Stone Haven Bay)","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.2018,-60.7886,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT12","Grand Riviere","WIDECAST","Chelonia mydas","Green Sea Turtle",2006,10.827778,-61.054639,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT12","Grand Riviere","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,10.827778,-61.054639,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT12","Grand Riviere","WIDECAST","Lepidochelys olivacea","Olive Ridley",2006,10.827778,-61.054639,"UNQUANTIFIED"
"TT","Trinidad and Tobago","TT02","Grand Tacaribe","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2005,10.794389,-61.211639,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT42","Hermitage Bay","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2007,11.316388,-60.570607,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT2","Huevos Island","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1984,10.6909,-61.7158,"UNQUANTIFIED"
"TT","Trinidad and Tobago","TT08","Iguana Bay","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2012,11.339668,-60.537001,"NO-NESTING"
"TT","Trinidad and Tobago","TT08","Iguana Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2012,11.339668,-60.537001,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT50","John Dial Beach (Hope)","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,11.1921,-60.6931,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT53","Kilygwyn Bay","WIDECAST","Chelonia mydas","Green Sea Turtle",2006,11.1463,-60.8118,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT53","Kilygwyn Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.1463,-60.8118,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT33","King Peters Back Bay (Cotton Bay)","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,11.2536,-60.7286,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT33","King Peters Back Bay (Cotton Bay)","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.2536,-60.7286,"UNQUANTIFIED"
"TT","Trinidad and Tobago","TT13","Kings Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2012,11.26159,-60.550075,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT40","L'Anse Fourmi Bay","WIDECAST","Chelonia mydas","Green Sea Turtle",2007,11.3165,-60.6153,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT40","L'Anse Fourmi Bay","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2007,11.3165,-60.6153,"QUANTIFIED"
"TT","Trinidad and Tobago","TT17","Laos Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2012,11.304242,-60.531549,"NO-NESTING"
"TT","Trinidad and Tobago","WCTT5","Las Cuevas Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1998,10.7789,-61.3966,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT52","Little Rockley Bay","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2007,11.1568,-60.7702,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT52","Little Rockley Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2007,11.1568,-60.7702,"UNQUANTIFIED"
"TT","Trinidad and Tobago","TT12","Lovers Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2012,11.319825,-60.557326,"QUANTIFIED"
"TT","Trinidad and Tobago","TT04","Madamas",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2005,10.7927480816,-61.1822220157,"QUANTIFIED"
"TT","Trinidad and Tobago","TT04","Madamas",NA,"Lepidochelys olivacea","Olive Ridley",1995,10.7927480816,-61.1822220157,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT41","Man O War","WIDECAST","Chelonia mydas","Green Sea Turtle",2007,11.3268,-60.5802,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT41","Man O War","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2007,11.3268,-60.5802,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT41","Man O War","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2007,11.3268,-60.5802,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT21","Manzanilla Beach - Cocos Bay","WIDECAST","Chelonia mydas","Green Sea Turtle",2005,10.50025,-61.0431,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT21","Manzanilla Beach - Cocos Bay","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2005,10.50025,-61.0431,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT21","Manzanilla Beach - Cocos Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2005,10.50025,-61.0431,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT21","Manzanilla Beach - Cocos Bay","WIDECAST","Lepidochelys olivacea","Olive Ridley",2005,10.50025,-61.0431,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT4","Maracas Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1998,10.76,-61.4403,"UNQUANTIFIED"
"TT","Trinidad and Tobago","TT05","Matura",NA,"Lepidochelys olivacea","Olive Ridley",2004,10.676855002,-61.0347979908,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT22","Mayaro Bay","WIDECAST","Chelonia mydas","Green Sea Turtle",1998,10.1595,-60.9966,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT22","Mayaro Bay","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",1998,10.1595,-60.9966,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT22","Mayaro Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1998,10.1595,-60.9966,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT51","Minister Bay -Bacolet","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2007,11.1752,-60.7121,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT15","Mission Bay","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,10.834083,-60.954083,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT15","Mission Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,10.834083,-60.954083,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT3","Monos Islands","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1994,10.7007,-61.691,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT23","Moruga","WIDECAST","Chelonia mydas","Green Sea Turtle",1987,10.0794,-61.3179,"UNQUANTIFIED"
"TT","Trinidad and Tobago","TT06","Murphy's Bay","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2005,10.7944,-61.293219,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT17","No Head","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,10.7664,-60.9481,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT17","No Head","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,10.7664,-60.9481,"QUANTIFIED"
"TT","Trinidad and Tobago","TT07","Paria","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2005,10.792583,-61.255412,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT38","Parlatuvier Beach (Erasmus Cove)","WIDECAST","Chelonia mydas","Green Sea Turtle",2006,11.299,-60.6544,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT38","Parlatuvier Beach (Erasmus Cove)","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.299,-60.6544,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT25","Pigeon Point","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.1726,-60.839,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT44","Pirate's Bay","WIDECAST","Chelonia mydas","Green Sea Turtle",2007,11.330982,-60.548851,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT44","Pirate's Bay","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2007,11.330982,-60.548851,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT44","Pirate's Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2007,11.330982,-60.548851,"QUANTIFIED"
"TT","Trinidad and Tobago","TT15","Pirates Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2012,11.330982,-60.548851,"NO-NESTING"
"TT","Trinidad and Tobago","WCTT27","Rocky Point (Mount Irvine Back Bay)","WIDECAST","Chelonia mydas","Green Sea Turtle",2006,11.1869,-60.7975,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT27","Rocky Point (Mount Irvine Back Bay)","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,11.1869,-60.7975,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT27","Rocky Point (Mount Irvine Back Bay)","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.1869,-60.7975,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT47","Roxborough","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2007,11.2485,-60.5784,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT13","Sans Souci","WIDECAST","Chelonia mydas","Green Sea Turtle",2006,10.838556,-61.002389,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT13","Sans Souci","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,10.838556,-61.002389,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT13","Sans Souci","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,10.838556,-61.002389,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT46","Speyside","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,11.2963,-60.5341,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT46","Speyside","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.2963,-60.5341,"UNQUANTIFIED"
"TT","Trinidad and Tobago","TT18","Starwood Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2012,11.319018,-60.521286,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT54","Swallows Bay - Milford Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.160885,-60.841818,"UNQUANTIFIED"
"TT","Trinidad and Tobago","WCTT16","Toco Bay","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,10.8332,-60.9091,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT16","Toco Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,10.8332,-60.9091,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT29","Turtle Beach (Great Courland Bay)","WIDECAST","Chelonia mydas","Green Sea Turtle",2006,11.2116,-60.7805,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT29","Turtle Beach (Great Courland Bay)","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,11.2116,-60.7805,"QUANTIFIED"
"TT","Trinidad and Tobago","WCTT29","Turtle Beach (Great Courland Bay)","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.2116,-60.7805,"QUANTIFIED"
"TT","Trinidad and Tobago","TT16","Waterfall Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2012,11.314925,-60.565999,"QUANTIFIED"
"TR","Turkey","TR16","Akyatan",NA,"Chelonia mydas","Green Sea Turtle",2010,36.6094,35.2205,"QUANTIFIED"
"TR","Turkey","TR01","Alata",NA,"Caretta caretta","Loggerhead Sea Turtle",2005,36.37,34.2,"QUANTIFIED"
"TR","Turkey","TR01","Alata",NA,"Chelonia mydas","Green Sea Turtle",2010,36.37,34.2,"QUANTIFIED"
"TR","Turkey","TR11","Anamur",NA,"Caretta caretta","Loggerhead Sea Turtle",2010,36.053,32.849,"QUANTIFIED"
"TR","Turkey","TR03","Çýralý",NA,"Caretta caretta","Loggerhead Sea Turtle",2005,36.400556,30.4825,"QUANTIFIED"
"TR","Turkey","TR12","Demirtas",NA,"Caretta caretta","Loggerhead Sea Turtle",2010,36.137,32.45,"QUANTIFIED"
"TR","Turkey","TR13","Finike-Kumluca",NA,"Caretta caretta","Loggerhead Sea Turtle",2010,36.315,30.215,"QUANTIFIED"
"TR","Turkey","TR07","Goksu Delta",NA,"Caretta caretta","Loggerhead Sea Turtle",2005,36.35,33.975,"QUANTIFIED"
"TR","Turkey","TR14","Kale",NA,"Caretta caretta","Loggerhead Sea Turtle",2010,36.258,30.066,"QUANTIFIED"
"TR","Turkey","TR17","Kazanli",NA,"Chelonia mydas","Green Sea Turtle",2010,36.7818,34.8486,"QUANTIFIED"
"TR","Turkey","TR08","Patara",NA,"Caretta caretta","Loggerhead Sea Turtle",2005,36.271667,29.283333,"QUANTIFIED"
"TR","Turkey","TR18","Sugozu",NA,"Chelonia mydas","Green Sea Turtle",2008,36.8249,35.8723,"QUANTIFIED"
"TR","Turkey","TR19","Tuzla",NA,"Chelonia mydas","Green Sea Turtle",2006,39.5774961,26.1014583,"QUANTIFIED"
"TR","Turkey","TR10","Yumurtalýk-Sugözü beaches",NA,"Caretta caretta","Loggerhead Sea Turtle",2005,36.502778,35.534583,"QUANTIFIED"
"TC","Turks and Caicos Islands","WCTC1","Bambarra","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2003,21.829834,-71.736784,"QUANTIFIED"
"TC","Turks and Caicos Islands","WCTC7","Big Ambergris Cay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2005,21.3039,-71.637,"QUANTIFIED"
"TC","Turks and Caicos Islands","WCTC5","Big Sand Cay","WIDECAST","Chelonia mydas","Green Sea Turtle",2004,21.1966,-71.2468,"QUANTIFIED"
"TC","Turks and Caicos Islands","WCTC6","Bush Cay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2002,21.2044,-71.6323,"QUANTIFIED"
"TC","Turks and Caicos Islands","WCTC4","Cotton Cay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2005,21.3624,-71.1521,"QUANTIFIED"
"TC","Turks and Caicos Islands","WCTC8","Fish Cay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2005,21.3666,-71.6169,"QUANTIFIED"
"TC","Turks and Caicos Islands","WCTC3","Gibbs Cay","WIDECAST","Chelonia mydas","Green Sea Turtle",2005,21.4419,-71.1117,"QUANTIFIED"
"TC","Turks and Caicos Islands","WCTC2","Long Bay - East Caicos","WIDECAST","Chelonia mydas","Green Sea Turtle",2005,21.6927,-71.4656,"QUANTIFIED"
"TC","Turks and Caicos Islands","WCTC9","Long Bay - Providenciales","WIDECAST","Caretta caretta","Loggerhead Sea Turtle",2005,21.771238,-72.163352,"QUANTIFIED"
"TV","Tuvalu","TV01","Funafuti",NA,"Chelonia mydas","Green Sea Turtle",2006,-8.50755,179.11786,"QUANTIFIED"
"AE","United Arab Emirates","AE01","Abu Al Abayad",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.1774444444444,53.8131944444444,"NO-NESTING"
"AE","United Arab Emirates","AE02","Al Yasat Al Ali",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.2293888888889,52.0768611111111,"NO-NESTING"
"AE","United Arab Emirates","AE03","Al Yasat Al Safli",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.1812777777778,51.9951666666667,"NO-NESTING"
"AE","United Arab Emirates","AE04","Bu Tinah",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.6290555555556,53.4385833333333,"QUANTIFIED"
"AE","United Arab Emirates","AE05","Delma",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.5223333333333,52.3107777777778,"QUANTIFIED"
"AE","United Arab Emirates","AE06","Deyinah",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.9538888888889,52.4001944444444,"QUANTIFIED"
"AE","United Arab Emirates","AE08","Ghaghah",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.41125,51.5529722222222,"NO-NESTING"
"AE","United Arab Emirates","AE09","Ghantoot",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.8895555555556,54.8552222222222,"QUANTIFIED"
"AE","United Arab Emirates","AE10","Halat Al Reem",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.3928333333333,54.2274444444444,"NO-NESTING"
"AE","United Arab Emirates","AE12","Jenanah",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.2056666666667,53.4063888888889,"NO-NESTING"
"AE","United Arab Emirates","AE13","Mouhaymat North",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.5825833333333,51.7259444444444,"NO-NESTING"
"AE","United Arab Emirates","AE14","Mouhaymat South",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.4886944444444,51.7353611111111,"QUANTIFIED"
"AE","United Arab Emirates","AE15","Saadiyat",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.5558333333333,54.4468888888889,"QUANTIFIED"
"AE","United Arab Emirates","AE22","Sir Bu Nair",NA,"Chelonia mydas","Green Sea Turtle",2010,25.2366,54.2182222222222,"QUANTIFIED"
"AE","United Arab Emirates","AE18","Umm Al Hatab",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2010,24.2144722222222,51.8636111111111,"NO-NESTING"
"US","United States (contiguous)","US01","Alabama Gulf Coast","WIDECAST","Caretta caretta","Loggerhead Sea Turtle",2005,30.235433,-87.76835,"QUANTIFIED"
"US","United States (contiguous)","US72","Bald Head Island",NA,"Caretta caretta","Loggerhead Sea Turtle",2003,33.8525,-77.99,"QUANTIFIED"
"US","United States (contiguous)","US02","Bay",NA,"Caretta caretta","Loggerhead Sea Turtle",2014,30.1021818545,-85.7071168847,"QUANTIFIED"
"US","United States (contiguous)","US02","Bay",NA,"Chelonia mydas","Green Sea Turtle",2014,30.1021818545,-85.7071168847,"NO-NESTING"
"US","United States (contiguous)","US02","Bay",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2014,30.1021818545,-85.7071168847,"NO-NESTING"
"US","United States (contiguous)","US02","Bay",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2014,30.1021818545,-85.7071168847,"NO-NESTING"
