"code","country","siteid","site_name","compiler","species","common_name","years_monitored","latitude","longitude","nesting_status"
"IN","India","IN138","Navodra-Lamba, Jamnagar",NA,"Chelonia mydas","Green Sea Turtle",2000,21.964872413,69.2106983474,"QUANTIFIED"
"IN","India","IN138","Navodra-Lamba, Jamnagar",NA,"Lepidochelys olivacea","Olive Ridley",2000,21.964872413,69.2106983474,"QUANTIFIED"
"IN","India","IN140","Neevati, Sindhudurg",NA,"Chelonia mydas","Green Sea Turtle",2000,15.9246664043,73.5379409787,"UNQUANTIFIED"
"IN","India","IN140","Neevati, Sindhudurg",NA,"Lepidochelys olivacea","Olive Ridley",2000,15.9246664043,73.5379409787,"UNQUANTIFIED"
"IN","India","IN09","North Brother Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,10.9352,92.615,"UNQUANTIFIED"
"IN","India","IN184","Northeastern coast, Teressa Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,8.34883308437,93.1220550539,"UNQUANTIFIED"
"IN","India","IN184","Northeastern coast, Teressa Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,8.34883308437,93.1220550539,"UNQUANTIFIED"
"IN","India","IN184","Northeastern coast, Teressa Island",NA,"Lepidochelys olivacea","Olive Ridley",1993,8.34883308437,93.1220550539,"UNQUANTIFIED"
"IN","India","IN144","Northeastern side, Point Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,13.4126044773,92.820722258,"UNQUANTIFIED"
"IN","India","IN145","Northeastern side, Ross Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,13.299566104,93.0747107969,"UNQUANTIFIED"
"IN","India","IN174","Northeastern side, South Button Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,12.2438278114,93.0227564141,"UNQUANTIFIED"
"IN","India","IN143","Northeast of Egu Belong Creek, Little Andaman Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,10.8821035453,92.5207514293,"UNQUANTIFIED"
"IN","India","IN146","Northern side, Sire Hugh Rose Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,11.786405594,93.0912252193,"UNQUANTIFIED"
"IN","India","IN147","Northern side, Trilby Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,13.4308807491,93.0734668163,"UNQUANTIFIED"
"IN","India","IN141","North Hut Bay, Little Andaman Island",NA,"Lepidochelys olivacea","Olive Ridley",1993,10.6380367147,92.5399816832,"UNQUANTIFIED"
"IN","India","IN142","North of Alexandra River mouth, Great Nicobar Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,6.97964199804,93.7258394323,"UNQUANTIFIED"
"IN","India","IN149","Northwestern side, East Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,13.6474314276,93.0612542153,"UNQUANTIFIED"
"IN","India","IN150","Northwestern side, Landfall Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,13.6698097123,92.990385375,"UNQUANTIFIED"
"IN","India","IN151","Northwestern side, Latouche Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,13.0976566038,92.7432759158,"UNQUANTIFIED"
"IN","India","IN148","Northwestern side, Neil Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,11.8391590036,93.0803927295,"UNQUANTIFIED"
"IN","India","IN152","Northwestern side, North Reef Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,13.0963202469,92.7058287099,"UNQUANTIFIED"
"IN","India","IN153","Paikat Bay, Middle Andaman Island",NA,"Lepidochelys olivacea","Olive Ridley",1984,12.7679276979,92.9561200368,"UNQUANTIFIED"
"IN","India","IN154","Palghar",NA,"Lepidochelys olivacea","Olive Ridley",2000,19.6729653913,72.7043102094,"UNQUANTIFIED"
"IN","India","IN155","Petrie Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,11.965091368,92.5553783385,"UNQUANTIFIED"
"IN","India","IN156","Pitti Island, Laccadive Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,10.833333,72.633333,"QUANTIFIED"
"IN","India","IN157","Porbandhar",NA,"Lepidochelys olivacea","Olive Ridley",2006,21.6299841424,69.6059417725,"QUANTIFIED"
"IN","India","IN10","Pulo Baha Beach, Little Nicobar Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.32158241893,93.6303561908,"UNQUANTIFIED"
"IN","India","IN158","Pulo Kiyang Beach, Little Nicobar Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.24631614724,93.6410936056,"UNQUANTIFIED"
"IN","India","IN89","Pulo Kunji Beach, Great Nicobar Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,7.02521271197,93.6687221529,"UNQUANTIFIED"
"IN","India","IN159","Pulo Milo Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.41763203831,93.4153561129,"UNQUANTIFIED"
"IN","India","IN160","Quilon",NA,"Chelonia mydas","Green Sea Turtle",2000,8.875999,76.585796,"UNQUANTIFIED"
"IN","India","IN161","Rahij-Maktupur, Junagadh",NA,"Chelonia mydas","Green Sea Turtle",2000,21.1384931861,70.0655674282,"QUANTIFIED"
"IN","India","IN161","Rahij-Maktupur, Junagadh",NA,"Lepidochelys olivacea","Olive Ridley",2000,21.1384931861,70.0655674282,"QUANTIFIED"
"IN","India","IN163","Rameswaram",NA,"Lepidochelys olivacea","Olive Ridley",2000,9.22288660537,79.3652195136,"QUANTIFIED"
"IN","India","IN162","Ram Nagar Beach, North Andaman Island",NA,"Lepidochelys olivacea","Olive Ridley",2003,13.0249475483,92.9863816349,"QUANTIFIED"
"IN","India","IN164","Ratadi-Kantla, Junagadh",NA,"Chelonia mydas","Green Sea Turtle",2000,21.7120654763,69.4992999826,"QUANTIFIED"
"IN","India","IN165","Ratnagiri, Ratnagiri",NA,"Chelonia mydas","Green Sea Turtle",2000,17.0816387199,73.2838959453,"UNQUANTIFIED"
"IN","India","IN165","Ratnagiri, Ratnagiri",NA,"Lepidochelys olivacea","Olive Ridley",2000,17.0816387199,73.2838959453,"UNQUANTIFIED"
"IN","India","IN166","Redi, Sindhudurg",NA,"Chelonia mydas","Green Sea Turtle",2000,15.7338713276,73.6616206892,"UNQUANTIFIED"
"IN","India","IN166","Redi, Sindhudurg",NA,"Lepidochelys olivacea","Olive Ridley",2000,15.7338713276,73.6616206892,"UNQUANTIFIED"
"IN","India","IN90","Renhong Beach, Great Nicobar Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,7.0982598874,93.658241049,"UNQUANTIFIED"
"IN","India","IN91","Rokoret Beach, Great Nicobar Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,7.14895202563,93.6780242916,"UNQUANTIFIED"
"IN","India","IN167","Rutland Island",NA,"Lepidochelys olivacea","Olive Ridley",2003,11.4289881717,92.6088371462,"QUANTIFIED"
"IN","India","IN88","Saphed Balu Beach, Great Nicobar Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,6.77359301394,93.8611518254,"UNQUANTIFIED"
"IN","India","IN88","Saphed Balu Beach, Great Nicobar Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,6.77359301394,93.8611518254,"UNQUANTIFIED"
"IN","India","IN169","Shill-Lohej, Junagadh",NA,"Chelonia mydas","Green Sea Turtle",2000,21.2052528486,69.9975679426,"QUANTIFIED"
"IN","India","IN169","Shill-Lohej, Junagadh",NA,"Lepidochelys olivacea","Olive Ridley",2000,21.2052528486,69.9975679426,"QUANTIFIED"
"IN","India","IN170","Shiroda-Aravali, Sindhudurg",NA,"Chelonia mydas","Green Sea Turtle",2000,15.866260742,73.6068647,"UNQUANTIFIED"
"IN","India","IN170","Shiroda-Aravali, Sindhudurg",NA,"Lepidochelys olivacea","Olive Ridley",2000,15.866260742,73.6068647,"UNQUANTIFIED"
"IN","India","IN171","Smith Island",NA,"Lepidochelys olivacea","Olive Ridley",1993,13.3072256945,93.0589717886,"UNQUANTIFIED"
"IN","India","IN12","Snark Islands",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,13.51,92.913,"UNQUANTIFIED"
"IN","India","IN172","Sound Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,12.9466132376,92.9904442086,"UNQUANTIFIED"
"IN","India","IN17","South Bay 1",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2008,10.545366,92.440501,"QUANTIFIED"
"IN","India","IN18","South Bay 2",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2009,10.545366,92.440501,"QUANTIFIED"
"IN","India","IN173","South Bay, North of Galathea River mouth, Great Nicobar Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,6.80788101593,93.877495383,"UNQUANTIFIED"
"IN","India","IN175","South Cinque Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,11.2671360368,92.7071618218,"UNQUANTIFIED"
"IN","India","IN178","Southeastern and southwestern sides, Tuft Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,12.6700830461,92.7424697873,"UNQUANTIFIED"
"IN","India","IN110","Southern Bay, Katchal Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,7.8989286104,93.4188849155,"UNQUANTIFIED"
"IN","India","IN110","Southern Bay, Katchal Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.8989286104,93.4188849155,"UNQUANTIFIED"
"IN","India","IN110","Southern Bay, Katchal Island",NA,"Lepidochelys olivacea","Olive Ridley",1993,7.8989286104,93.4188849155,"UNQUANTIFIED"
"IN","India","IN176","South of Alexandra River mouth, Great Nicobar Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,6.97186360272,93.7294015014,"UNQUANTIFIED"
"IN","India","IN177","South of Bumila creek, Little Andaman Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,10.8873049091,92.483945918,"UNQUANTIFIED"
"IN","India","IN13","South Reef Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,12.77,92.654,"UNQUANTIFIED"
"IN","India","IN200","Srikakulam",NA,"Lepidochelys olivacea","Olive Ridley",2001,18.2183,83.9582,"QUANTIFIED"
"IN","India","IN180","Srikurmam",NA,"Lepidochelys olivacea","Olive Ridley",2001,18.2515241838,84.0296173096,"QUANTIFIED"
"IN","India","IN181","Srivardhan, Raigad",NA,"Lepidochelys olivacea","Olive Ridley",2000,18.1347082162,72.9785605006,"UNQUANTIFIED"
"IN","India","IN182","Suheli Cheriyakara, Laccadive Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,10.1310080318,72.3196881024,"QUANTIFIED"
"IN","India","IN182","Suheli Cheriyakara, Laccadive Island Group",NA,"Lepidochelys olivacea","Olive Ridley",2001,10.1310080318,72.3196881024,"QUANTIFIED"
"IN","India","IN183","Suheli Valiakara Island, Laccadive Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,10.083333,72.283333,"QUANTIFIED"
"IN","India","IN183","Suheli Valiakara Island, Laccadive Island Group",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2001,10.083333,72.283333,"QUANTIFIED"
"IN","India","IN185","Tillanchong Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,8.5177698374,93.60422886,"UNQUANTIFIED"
"IN","India","IN186","Tinnakara and Parali Islands Laccadive Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,10.9342549526,72.2829219084,"QUANTIFIED"
"IN","India","IN187","Tiruchendur to Mandapam",NA,"Lepidochelys olivacea","Olive Ridley",2000,9.08844129623,78.3878923637,"QUANTIFIED"
"IN","India","IN188","Trak Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.50282957432,93.5857511849,"UNQUANTIFIED"
"IN","India","IN189","Tranquebar to Pazhaiyar",NA,"Lepidochelys olivacea","Olive Ridley",2000,11.3285020821,79.8366673179,"QUANTIFIED"
"IN","India","IN190","Treis Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.4713435284,93.6505753971,"UNQUANTIFIED"
"IN","India","IN14","Trilby, Temple, Smith, Ross, and Sound Islands off North Andaman Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,13.428,93.069,"UNQUANTIFIED"
"IN","India","IN191","Trinket Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,8.09447457367,93.5845573113,"UNQUANTIFIED"
"IN","India","IN192","Utorda",NA,"Lepidochelys olivacea","Olive Ridley",2000,15.3179084028,73.89127529,"UNQUANTIFIED"
"IN","India","IN193","Velas",NA,"Lepidochelys olivacea","Olive Ridley",2004,17.9597916754,73.0302429199,"QUANTIFIED"
"IN","India","IN194","Velneshwar, Ratnagiri",NA,"Chelonia mydas","Green Sea Turtle",2000,17.3593063354,73.2193603514,"UNQUANTIFIED"
"IN","India","IN194","Velneshwar, Ratnagiri",NA,"Lepidochelys olivacea","Olive Ridley",2000,17.3593063354,73.2193603514,"UNQUANTIFIED"
"IN","India","IN195","Velye, Ratnagiri",NA,"Chelonia mydas","Green Sea Turtle",2000,16.8406529575,73.2895618854,"UNQUANTIFIED"
"IN","India","IN195","Velye, Ratnagiri",NA,"Lepidochelys olivacea","Olive Ridley",2000,16.8406529575,73.2895618854,"UNQUANTIFIED"
"IN","India","IN196","Western Bay, Katchal Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.93397816153,93.3536617214,"UNQUANTIFIED"
"IN","India","IN197","Western coast, beaches near the Alexandria river, Great Nicobar Island",NA,"Lepidochelys olivacea","Olive Ridley",1995,6.98501809963,93.7233604335,"QUANTIFIED"
"IN","India","IN198","Western coast, beaches near the Dagma river, Great Nicobar Island",NA,"Lepidochelys olivacea","Olive Ridley",1994,7.0170649658,93.6888739466,"QUANTIFIED"
"ID","Indonesia","ID17","Alas Purwo National Park",NA,"Lepidochelys olivacea","Olive Ridley",2002,-8.65135097467,114.372497055,"QUANTIFIED"
"ID","Indonesia","ID18","Bangkaru",NA,"Chelonia mydas","Green Sea Turtle",1999,2.059362998,97.08607723,"QUANTIFIED"
"ID","Indonesia","ID01","Bantul",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2002,-8.012391,110.281191,"QUANTIFIED"
"ID","Indonesia","ID19","Enu Island",NA,"Chelonia mydas","Green Sea Turtle",2000,-7.089288,134.490264,"UNQUANTIFIED"
"ID","Indonesia","ID20","Hamadi Beach, Jayapura Bay, Irian Jaya",NA,"Lepidochelys olivacea","Olive Ridley",1999,-2.5376983307,140.731086731,"UNQUANTIFIED"
"ID","Indonesia","ID21","Meru-Betiri",NA,"Lepidochelys olivacea","Olive Ridley",1996,-7.71643511242,113.126220703,"QUANTIFIED"
"ID","Indonesia","ID03","Momperang Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,-2.51956,108.883,"QUANTIFIED"
"ID","Indonesia","ID05","Natuna and Anambas Islands",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,3.97521,107.994,"UNQUANTIFIED"
"ID","Indonesia","ID06","Ngagelan",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2004,-8.6775,114.3738,"QUANTIFIED"
"ID","Indonesia","ID22","Northwest Papua",NA,"Chelonia mydas","Green Sea Turtle",1999,-0.384071,132.322962,"QUANTIFIED"
"ID","Indonesia","ID23","Pangumbahan",NA,"Chelonia mydas","Green Sea Turtle",1991,-7.322936,106.389642,"UNQUANTIFIED"
"ID","Indonesia","ID07","Perancak",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2004,-8.407623,114.620741,"QUANTIFIED"
"ID","Indonesia","ID08","Pesemut Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,-2.5,108.9,"QUANTIFIED"
"ID","Indonesia","ID24","Pulau Ai",NA,"Chelonia mydas","Green Sea Turtle",2002,0.344268,129.866668,"UNQUANTIFIED"
"ID","Indonesia","ID25","Pulau Sayang",NA,"Chelonia mydas","Green Sea Turtle",2002,0.320974,129.888795,"UNQUANTIFIED"
"ID","Indonesia","ID16","Rantau Salang","IOSEA","Chelonia mydas","Green Sea Turtle",2007,2.637075,97.654713,"UNQUANTIFIED"
"ID","Indonesia","ID26","Sangalaki Island",NA,"Chelonia mydas","Green Sea Turtle",2000,1.958989,118.859698,"UNQUANTIFIED"
"ID","Indonesia","ID11","Segama Besar Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,-5.163767,106.114331,"QUANTIFIED"
"ID","Indonesia","ID12","Segama Kecil Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,-5.154565,106.114031,"QUANTIFIED"
"IR","Iran, Islamic Republic of","IR05","Cholotr",NA,"Chelonia mydas","Green Sea Turtle",2004,25.358192,59.871802,"UNQUANTIFIED"
"IR","Iran, Islamic Republic of","IR01","Hendourabi Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,26.666667,53.616667,"QUANTIFIED"
"IR","Iran, Islamic Republic of","IR06","Karatti",NA,"Chelonia mydas","Green Sea Turtle",2004,25.384878,59.853801,"UNQUANTIFIED"
"IR","Iran, Islamic Republic of","IR07","Kohpansar",NA,"Chelonia mydas","Green Sea Turtle",2004,25.247218,60.848089,"UNQUANTIFIED"
"IR","Iran, Islamic Republic of","IR02","Nakhiloo Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,27.8207,51.4697,"QUANTIFIED"
"IR","Iran, Islamic Republic of","IR03","Ommolkaram Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,27.816667,51.55,"QUANTIFIED"
"IR","Iran, Islamic Republic of","IR04","Shidvar Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,26.7885,53.412,"QUANTIFIED"
"IL","Israel","ILX","Beaches of the Mediterranean Coast",NA,"Caretta caretta","Loggerhead Sea Turtle",2005,32.2036,34.6777,"QUANTIFIED"
"IT","Italy","IT48","Acqua dei Corsari",NA,"Caretta caretta","Loggerhead Sea Turtle",2011,38.0951305555556,13.4381305555556,"QUANTIFIED"
"IT","Italy","IT20","Baia Domitia",NA,"Caretta caretta","Loggerhead Sea Turtle",2002,41.18,13.933333,"QUANTIFIED"
"IT","Italy","IT46","Banna Tonnarella Beach",NA,"Caretta caretta","Loggerhead Sea Turtle",2012,37.6633527777778,12.5570666666667,"QUANTIFIED"
"IT","Italy","IT54","Battipaglia","Stazione Zoologica Anton Dohrn","Caretta caretta","Loggerhead Sea Turtle",2013,40.5628,14.896491,"QUANTIFIED"
"IT","Italy","IT36","Campomarino",NA,"Caretta caretta","Loggerhead Sea Turtle",2011,40.2953194444444,17.5312138888889,"QUANTIFIED"
"IT","Italy","IT55","Capacccio","Stazione Zoologica Anton Dohrn","Caretta caretta","Loggerhead Sea Turtle",2014,40.5886111111111,15.0994444444444,"QUANTIFIED"
"IT","Italy","IT45","Capo Bianco",NA,"Caretta caretta","Loggerhead Sea Turtle",2012,37.3916694444444,13.2865694444444,"QUANTIFIED"
"IT","Italy","IT51","Capo San Marco, Lido Cocoloco",NA,"Caretta caretta","Loggerhead Sea Turtle",2011,37.5087777777778,13.0143888888889,"QUANTIFIED"
"IT","Italy","IT56","Caprioli","Stazione Zoologica Anton Dohrn","Caretta caretta","Loggerhead Sea Turtle",2016,40.0719,15.2734,"QUANTIFIED"
"IT","Italy","IT40","Cariati Marina",NA,"Caretta caretta","Loggerhead Sea Turtle",2012,39.4981416666667,16.9527138888889,"QUANTIFIED"
"IT","Italy","IT21","Cassano Ionio",NA,"Caretta caretta","Loggerhead Sea Turtle",2008,39.76238889,16.48819444,"QUANTIFIED"
"IT","Italy","IT57","Castelvolturno","Stazione Zoologica Anton Dohrn","Caretta caretta","Loggerhead Sea Turtle",2016,40.92285,14.0199,"QUANTIFIED"
"IT","Italy","IT22","Cetraro Marina",NA,"Caretta caretta","Loggerhead Sea Turtle",2008,39.52288889,15.92902778,"QUANTIFIED"
"IT","Italy","IT42","Chiaro",NA,"Caretta caretta","Loggerhead Sea Turtle",2012,38.8818833333333,16.7446972222222,"QUANTIFIED"
"IT","Italy","IT31","Cicerata",NA,"Caretta caretta","Loggerhead Sea Turtle",2010,36.8790805555555,15.1365805555555,"QUANTIFIED"
"IT","Italy","IT29","Cirò Marina",NA,"Caretta caretta","Loggerhead Sea Turtle",2009,39.36972222,17.13331389,"QUANTIFIED"
"IT","Italy","IT43","Costa Rei, Camping Capo Ferrato",NA,"Caretta caretta","Loggerhead Sea Turtle",2011,39.2417583333333,9.57064722222222,"QUANTIFIED"
"IT","Italy","IT28","Crotone",NA,"Caretta caretta","Loggerhead Sea Turtle",2009,39.00691667,17.17366667,"QUANTIFIED"
"IT","Italy","IT34","Finale Torre Conche",NA,"Caretta caretta","Loggerhead Sea Turtle",2010,38.0232611111111,14.142775,"QUANTIFIED"
"IT","Italy","IT17","Funtanazza",NA,"Caretta caretta","Loggerhead Sea Turtle",2009,39.61445278,8.119336111,"QUANTIFIED"
"IT","Italy","IT09","Geremeas, Cala Serena",NA,"Caretta caretta","Loggerhead Sea Turtle",2006,39.16591667,9.380638889,"QUANTIFIED"
"IT","Italy","IT23","Isola di Capo Rizzuto",NA,"Caretta caretta","Loggerhead Sea Turtle",2008,38.918525,17.05681667,"QUANTIFIED"
"IT","Italy","IT10","Lido di Fiori",NA,"Caretta caretta","Loggerhead Sea Turtle",2006,37.56738889,12.95575,"QUANTIFIED"
"IT","Italy","IT16","Lido Forgia",NA,"Caretta caretta","Loggerhead Sea Turtle",2007,38.08488611,12.66253611,"QUANTIFIED"
"IT","Italy","IT44","Lido Le Palme",NA,"Caretta caretta","Loggerhead Sea Turtle",2012,37.4620611111111,15.0854777777778,"QUANTIFIED"
"IT","Italy","IT24","Lucrino",NA,"Caretta caretta","Loggerhead Sea Turtle",2008,40.82986389,14.08567778,"QUANTIFIED"
"IT","Italy","IT32","Marina di Noto",NA,"Caretta caretta","Loggerhead Sea Turtle",2010,36.8567777777777,15.1160777777777,"QUANTIFIED"
"IT","Italy","IT49","Marina di Ragusa, Piazza Torre",NA,"Caretta caretta","Loggerhead Sea Turtle",2011,36.7826027777778,14.5546611111111,"QUANTIFIED"
"IT","Italy","IT38","Marina di Salve",NA,"Caretta caretta","Loggerhead Sea Turtle",2012,39.8355555555556,18.2527777777778,"QUANTIFIED"
"IT","Italy","IT33","Marzamemi",NA,"Caretta caretta","Loggerhead Sea Turtle",2010,36.7614555555555,15.1010833333333,"QUANTIFIED"
"IT","Italy","IT60","Montecorice","Stazione Zoologica Anton Dohrn","Caretta caretta","Loggerhead Sea Turtle",2018,40.232561,14.954236,"QUANTIFIED"
"IT","Italy","IT61","Ogliastro","Stazione Zoologica Anton Dohrn","Caretta caretta","Loggerhead Sea Turtle",2012,40.232563,14.954141,"QUANTIFIED"
"IT","Italy","IT35","Palmitello",NA,"Caretta caretta","Loggerhead Sea Turtle",2011,40.31595,17.4646416666667,"QUANTIFIED"
"IT","Italy","IT47","Porto Palo di Menfi",NA,"Caretta caretta","Loggerhead Sea Turtle",2011,37.5770472222222,12.9116027777778,"QUANTIFIED"
"IT","Italy","IT50","Punta Grande",NA,"Caretta caretta","Loggerhead Sea Turtle",2011,37.2888888888889,13.4833333333333,"QUANTIFIED"
